landrace,plant,ptno,block,ind,dss21,leaf21,di21,dss35,leaf35,di35,dss50,leaf50,di50,dss65,leaf65,di65,dss80,leaf80,di80,dss95,leaf95,di95,dss110,leaf110,di110,dss125,leaf125,di125,dss140,leaf140,di140,dss155,leaf155,di155
Gezewet,Enset,10,2,20,0,8,0,0,6,0,0,7,0,0,8,0,3,8,1.5,5,8,2.5,5,7,2.86,4,7,2.29,2,7,1.14,0,6,0
Gefetano,Enset,1,2,7,0,9,0,0,8,0,0,6,0,2,5,1.6,3,6,2,5,5,4,6,6,4,4,4,4,4,4,4,4,4,4
Gefetano,Enset,2,2,7,0,6,0,0,5,0,0,8,0,1,7,0.57,1,9,0.44,2,10,0.8,3,8,1.5,4,8,2,3,7,1.71,4,6,2.67
Gefetano,Enset,3,2,7,0,8,0,1,5,0.8,1,5,0.8,1,5,0.8,2,6,1.33,4,6,2.67,4,4,4,1,5,0.8,0,6,0,2,5,1.6
Gefetano,Enset,4,2,7,0,5,0,0,6,0,0,5,0,0,5,0,3,6,2,6,7,3.43,6,6,4,2,4,2,1,4,1,2,4,2
Gefetano,Enset,5,2,7,0,5,0,1,6,0.67,1,6,0.67,1,7,0.57,2,6,1.33,2,5,1.6,3,5,2.4,2,3,2.67,0,3,0,5,8,2.5
Gefetano,Enset,6,2,7,0,6,0,0,5,0,0,6,0,1,5,0.8,1,5,0.8,4,4,4,5,5,4,2,3,2.67,2,4,2,2,4,2
Gefetano,Enset,7,2,7,0,6,0,0,5,0,0,5,0,0,4,0,3,5,2.4,4,4,4,7,8,3.5,2,3,2.67,2,3,2.67,1,3,1.33
Gefetano,Enset,8,2,7,0,5,0,1,7,0.57,0,5,0,1,5,0.8,3,6,2,4,5,3.2,6,6,4,2,3,2.67,3,4,3,5,5,4
Gefetano,Enset,9,2,7,0,5,0,1,6,0.67,1,7,0.57,1,6,0.67,4,6,2.67,6,6,4,5,6,3.33,4,5,3.2,4,5,3.2,4,4,4
Gefetano,Enset,10,2,7,0,7,0,0,5,0,0,6,0,1,5,0.8,1,4,1,3,4,3,3,6,2,2,5,1.6,1,5,0.8,3,4,3
Godere  ,Enset,1,2,8,0,6,0,1,6,0.67,3,5,2.4,3,5,2.4,5,6,3.33,6,6,4,8,8,4,6,7,3.43,3,7,1.71,5,6,3.33
Godere  ,Enset,2,2,8,0,5,0,1,6,0.67,4,6,2.67,4,6,2.67,6,6,4,6,6,4,7,8,3.5,6,9,2.67,5,10,2,5,9,2.22
Godere  ,Enset,3,2,8,0,6,0,0,7,0,2,6,1.33,2,5,1.6,4,5,3.2,6,6,4,5,8,2.5,5,8,2.5,5,7,2.86,8,8,4
Godere  ,Enset,4,2,8,0,6,0,1,6,0.67,0,7,0,2,6,1.33,5,8,2.5,5,8,2.5,6,8,3,9,9,4,6,7,3.43,8,8,4
Godere  ,Enset,5,2,8,0,7,0,1,6,0.67,0,6,0,0,7,0,3,9,1.33,7,8,3.5,7,11,2.55,6,11,2.18,5,12,1.67,10,10,4
Godere  ,Enset,6,2,8,0,6,0,1,7,0.57,1,6,0.67,1,5,0.8,3,5,2.4,5,11,1.82,6,6,4,5,5,4,2,3,2.67,3,4,3
Godere  ,Enset,7,2,8,0,6,0,1,6,0.67,0,7,0,1,5,0.8,3,6,2,4,5,3.2,6,6,4,4,7,2.29,3,6,2,5,7,2.86
Godere  ,Enset,8,2,8,0,7,0,1,6,0.67,2,6,1.33,3,6,2,4,6,2.67,5,6,3.33,7,7,4,8,8,4,5,5,4,7,7,4
Godere  ,Enset,9,2,8,0,6,0,0,7,0,1,6,0.67,1,5,0.8,3,6,2,5,5,4,7,7,4,6,6,4,4,6,2.67,6,6,4
Godere  ,Enset,10,2,8,0,6,0,0,7,0,1,7,0.57,3,5,2.4,3,7,1.71,7,7,4,9,9,4,7,7,4,4,5,3.2,6,6,4
Unjame,Enset,1,2,3,2,6,1.33,3,6,2,1,6,0.67,3,4,3,4,5,3.2,6,6,4,6,6,4,5,5,4,4,5,3.2,4,5,3.2
Unjame,Enset,2,2,3,1,6,0.67,2,6,1.33,1,6,0.67,2,6,1.33,5,7,2.86,6,7,3.43,5,5,4,6,6,4,4,5,3.2,5,5,4
Unjame,Enset,3,2,3,2,7,1.14,3,7,1.71,1,7,0.57,3,5,2.4,5,8,2.5,8,9,3.56,4,8,2,6,8,3,4,8,2,5,7,2.86
Unjame,Enset,4,2,3,0,6,0,0,6,0,0,6,0,1,3,1.33,0,4,0,0,4,0,3,8,1.5,2,7,1.14,1,6,0.67,3,5,2.4
Unjame,Enset,5,2,3,1,7,0.57,1,7,0.57,0,7,0,3,6,2,4,6,2.67,6,7,3.43,5,6,3.33,7,7,4,4,6,2.67,5,6,3.33
Unjame,Enset,6,2,3,2,6,1.33,2,6,1.33,1,6,0.67,3,5,2.4,4,5,3.2,7,7,4,6,6,4,5,8,2.5,5,8,2.5,5,8,2.5
Unjame,Enset,7,2,3,0,6,0,0,6,0,2,6,1.33,2,5,1.6,4,6,2.67,5,6,3.33,4,7,2.29,5,6,3.33,4,6,2.67,3,7,1.71
Unjame,Enset,8,2,3,0,6,0,0,6,0,2,6,1.33,2,5,1.6,3,5,2.4,4,6,2.67,4,7,2.29,4,9,1.78,3,8,1.5,1,9,0.44
Unjame,Enset,9,2,3,0,5,0,0,5,0,2,5,1.6,3,5,2.4,3,6,2,5,6,3.33,4,8,2,6,8,3,4,6,2.67,3,7,1.71
Unjame,Enset,10,2,3,0,6,0,0,6,0,0,6,0,2,6,1.33,4,7,2.29,6,8,3,6,6,4,7,7,4,6,9,2.67,4,8,2
Nechuwe,Enset,1,2,2,0,6,0,1,6,0.67,1,6,0.67,3,5,2.4,3,6,2,5,6,3.33,5,5,4,7,7,4,5,5,4,5,5,4
Nechuwe,Enset,2,2,2,0,6,0,1,6,0.67,1,6,0.67,2,4,2,3,5,2.4,5,6,3.33,5,5,4,6,6,4,3,4,3,4,4,4
Nechuwe,Enset,3,2,2,0,6,0,1,6,0.67,1,6,0.67,3,5,2.4,3,6,2,4,6,2.67,5,6,3.33,5,5,4,3,3,4,3,4,3
Nechuwe,Enset,4,2,2,0,4,0,1,4,1,1,4,1,2,4,2,2,4,2,3,5,2.4,3,4,3,4,4,4,3,4,3,4,4,4
Nechuwe,Enset,5,2,2,3,6,2,4,6,2.67,1,6,0.67,3,5,2.4,4,6,2.67,7,7,4,6,6,4,7,7,4,6,6,4,10,10,4
Nechuwe,Enset,6,2,2,0,6,0,0,6,0,3,6,2,3,5,2.4,3,5,2.4,5,6,3.33,5,6,3.33,6,6,4,6,6,4,5,5,4
Nechuwe,Enset,7,2,2,0,6,0,0,6,0,3,6,2,3,4,3,3,5,2.4,6,7,3.43,5,5,4,4,4,4,2,5,1.6,3,4,3
Nechuwe,Enset,8,2,2,0,7,0,1,7,0.57,1,8,0.5,3,8,1.5,3,8,1.5,4,8,2,5,8,2.5,6,7,3.43,5,5,4,5,5,4
Nechuwe,Enset,9,2,2,0,5,0,1,6,0.67,1,6,0.67,2,6,1.33,4,6,2.67,5,7,2.86,3,4,3,4,4,4,3,4,3,4,4,4
Nechuwe,Enset,10,2,2,0,6,0,0,6,0,3,6,2,3,4,3,3,5,2.4,6,7,3.43,4,5,3.2,4,4,4,4,5,3.2,3,4,3
Yesha,Enset,1,2,9,0,6,0,0,6,0,2,6,1.33,3,3,4,3,3,4,1,4,1,2,4,2,4,4,4,2,3,2.67,4,4,4
Yesha,Enset,2,2,9,1,6,0.67,2,6,1.33,2,6,1.33,2,5,1.6,2,5,1.6,3,5,2.4,4,6,2.67,4,5,3.2,3,6,2,5,5,4
Yesha,Enset,3,2,9,1,6,0.67,2,6,1.33,2,6,1.33,2,6,1.33,3,7,1.71,4,8,2,5,9,2.22,6,9,2.67,7,10,2.8,7,7,4
Yesha,Enset,4,2,9,1,5,0.8,2,5,1.6,3,5,2.4,2,5,1.6,4,6,2.67,7,7,4,8,8,4,9,9,4,6,6,4,5,5,4
Yesha,Enset,5,2,9,2,6,1.33,3,6,2,0,6,0,2,5,1.6,1,6,0.67,5,6,3.33,7,7,4,8,8,4,4,8,2,4,7,2.29
Yesha,Enset,6,2,9,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0,0,6,0
Yesha,Enset,7,2,9,0,5,0,0,5,0,3,5,2.4,1,5,0.8,4,5,3.2,7,8,3.5,7,8,3.5,7,7,4,7,7,4,7,7,4
Yesha,Enset,8,2,9,2,5,1.6,3,5,2.4,3,5,2.4,3,5,2.4,3,6,2,4,6,2.67,6,6,4,7,7,4,5,6,3.33,4,6,2.67
Yesha,Enset,9,2,9,0,5,0,0,5,0,0,5,0,2,4,2,1,5,0.8,1,3,1.33,1,3,1.33,2,5,1.6,2,5,1.6,2,4,2
Yesha,Enset,10,2,9,0,6,0,0,6,0,0,6,0,1,7,0.57,1,7,0.57,1,7,0.57,2,7,1.14,2,7,1.14,3,7,1.71,3,7,1.71
Lemat,Enset,1,2,1,0,6,0,1,7,0.57,1,7,0.57,0,5,0,0,6,0,0,7,0,0,10,0,2,10,0.8,0,9,0,0,6,0
Lemat,Enset,2,2,1,0,6,0,1,6,0.67,0,6,0,0,4,0,0,5,0,0,6,0,0,4,0,0,5,0,2,6,1.33,2,5,1.6
Lemat,Enset,3,2,1,0,5,0,1,5,0.8,0,5,0,4,5,3.2,0,4,0,0,5,0,0,5,0,1,5,0.8,1,5,0.8,1,5,0.8
Lemat,Enset,4,2,1,1,5,0.8,2,7,1.14,0,7,0,3,4,3,4,5,3.2,2,6,1.33,2,5,1.6,1,5,0.8,1,5,0.8,1,5,0.8
Lemat,Enset,5,2,1,0,4,0,0,4,0,1,4,1,1,6,0.67,4,6,2.67,5,6,3.33,5,8,2.5,4,9,1.78,2,10,0.8,2,11,0.73
Lemat,Enset,6,2,1,0,5,0,0,6,0,1,6,0.67,3,6,2,2,7,1.14,3,5,2.4,4,6,2.67,4,7,2.29,3,5,2.4,3,5,2.4
Lemat,Enset,7,2,1,0,6,0,0,6,0,0,6,0,2,3,2.67,3,3,4,3,3,4,3,5,2.4,3,5,2.4,3,5,2.4,2,4,2
Lemat,Enset,8,2,1,0,6,0,0,7,0,1,7,0.57,1,4,1,2,5,1.6,2,6,1.33,2,5,1.6,2,6,1.33,2,6,1.33,1,4,1
Lemat,Enset,9,2,1,0,5,0,0,6,0,2,7,1.14,3,7,1.71,2,7,1.14,3,8,1.5,4,9,1.78,4,10,1.6,3,10,1.2,3,5,2.4
Lemat,Enset,10,2,1,0,5,0,0,6,0,1,6,0.67,3,6,2,2,7,1.14,3,5,2.4,4,6,2.67,4,7,2.29,3,5,2.4,3,5,2.4
Ado,Enset,1,2,14,0,5,0,1,5,0.8,1,5,0.8,1,5,0.8,2,5,1.6,4,5,3.2,4,5,3.2,6,6,4,3,5,2.4,3,4,3
Ado,Enset,2,2,14,0,4,0,1,5,0.8,1,5,0.8,1,6,0.67,3,6,2,4,5,3.2,6,6,4,8,8,4,6,6,4,6,6,4
Ado,Enset,3,2,14,0,6,0,1,6,0.67,1,6,0.67,3,6,2,1,5,0.8,3,3,4,5,6,3.33,7,7,4,5,6,3.33,8,8,4
Ado,Enset,4,2,14,0,6,0,0,6,0,0,6,0,4,6,2.67,3,6,2,6,6,4,6,6,4,7,7,4,6,6,4,7,7,4
Ado,Enset,5,2,14,0,5,0,0,5,0,0,6,0,3,6,2,2,5,1.6,3,4,3,4,5,3.2,4,5,3.2,3,4,3,4,4,4
Ado,Enset,6,2,14,0,5,0,0,5,0,1,5,0.8,2,5,1.6,2,6,1.33,4,5,3.2,6,6,4,6,6,4,6,6,4,4,5,3.2
Ado,Enset,7,2,14,1,5,0.8,3,5,2.4,4,5,3.2,4,5,3.2,3,5,2.4,3,3,4,5,5,4,4,4,4,3,4,3,4,4,4
Ado,Enset,8,2,14,0,6,0,1,6,0.67,1,6,0.67,3,6,2,1,5,0.8,3,3,4,5,6,3.33,7,7,4,5,6,3.33,8,8,4
Ado,Enset,9,2,14,1,7,0.57,2,7,1.14,2,7,1.14,2,8,1,3,8,1.5,3,8,1.5,3,9,1.33,4,9,1.78,4,9,1.78,5,9,2.22
Ado,Enset,10,2,14,1,7,0.57,1,7,0.57,2,7,1.14,2,6,1.33,3,5,2.4,3,6,2,5,6,3.33,6,6,4,4,5,3.2,5,5,4
Mazia,Enset,1,2,11,0,6,0,0,6,0,0,6,0,0,2,0,1,4,1,2,3,2.67,2,5,1.6,4,11,1.45,2,5,1.6,2,3,2.67
Mazia,Enset,2,2,11,0,6,0,0,6,0,1,6,0.67,1,7,0.57,1,8,0.5,1,9,0.44,1,11,0.36,1,6,0.67,0,8,0,0,7,0
Mazia,Enset,3,2,11,0,5,0,0,5,0,1,5,0.8,1,6,0.67,1,5,0.8,2,6,1.33,4,6,2.67,3,6,2,2,6,1.33,3,5,2.4
Mazia,Enset,4,2,11,0,6,0,0,6,0,1,6,0.67,1,5,0.8,1,5,0.8,2,6,1.33,4,7,2.29,4,6,2.67,3,6,2,4,6,2.67
Mazia,Enset,5,2,11,0,5,0,0,5,0,0,5,0,0,6,0,0,5,0,2,4,2,1,5,0.8,2,5,1.6,2,6,1.33,3,6,2
Mazia,Enset,6,2,11,0,6,0,0,6,0,0,6,0,0,6,0,1,6,0.67,2,5,1.6,3,5,2.4,4,6,2.67,3,5,2.4,4,5,3.2
Mazia,Enset,7,2,11,0,6,0,0,6,0,0,6,0,1,6,0.67,0,6,0,0,6,0,2,8,1,3,8,1.5,2,7,1.14,3,6,2
Mazia,Enset,8,2,11,0,3,0,0,3,0,0,3,0,0,5,0,0,5,0,0,5,0,0,5,0,0,5,0,0,6,0,1,7,0.57
Mazia,Enset,9,2,11,0,4,0,0,5,0,0,5,0,1,5,0.8,0,3,0,0,3,0,1,5,0.8,3,6,2,1,5,0.8,2,5,1.6
Mazia,Enset,10,2,11,0,4,0,0,4,0,0,4,0,0,3,0,0,3,0,1,2,2,2,4,2,2,4,2,3,4,3,4,4,4
Arkiya,Enset,1,2,18,1,6,0.67,3,6,2,3,6,2,3,7,1.71,3,9,1.33,3,9,1.33,4,5,3.2,5,5,4,1,5,0.8,2,5,1.6
Arkiya,Enset,2,2,18,3,7,1.71,3,7,1.71,2,7,1.14,3,6,2,3,5,2.4,3,5,2.4,3,5,2.4,5,6,3.33,1,4,1,2,4,2
Arkiya,Enset,3,2,18,1,6,0.67,3,6,2,3,6,2,3,7,1.71,3,9,1.33,3,9,1.33,4,5,3.2,5,5,4,1,5,0.8,2,5,1.6
Arkiya,Enset,4,2,18,3,6,2,4,8,2,5,8,2.5,5,9,2.22,6,9,2.67,6,9,2.67,7,10,2.8,8,10,3.2,8,9,3.56,9,9,4
Arkiya,Enset,5,2,18,2,6,1.33,3,6,2,3,7,1.71,4,7,2.29,4,8,2,4,9,1.78,5,9,2.22,6,9,2.67,6,9,2.67,7,9,3.11
Arkiya,Enset,6,2,18,3,7,1.71,3,8,1.5,2,7,1.14,4,8,2,4,9,1.78,5,9,2.22,6,9,2.67,7,9,3.11,8,9,3.56,8,8,4
Arkiya,Enset,7,2,18,1,6,0.67,3,6,2,4,6,2.67,4,7,2.29,5,9,2.22,6,9,2.67,5,8,2.5,5,9,2.22,6,9,2.67,7,9,3.11
Arkiya,Enset,8,2,18,3,7,1.71,3,7,1.71,3,7,1.71,4,7,2.29,5,8,2.5,6,8,3,7,8,3.5,8,9,3.56,8,8,4,8,8,4
Arkiya,Enset,9,2,18,4,6,2.67,4,6,2.67,5,6,3.33,5,7,2.86,6,8,3,7,8,3.5,8,8,4,8,8,4,7,7,4,7,7,4
Arkiya,Enset,10,2,18,2,7,1.14,4,7,2.29,3,7,1.71,4,8,2,4,9,1.78,5,9,2.22,5,10,2,6,11,2.18,7,11,2.55,8,10,3.2
Bededet,Enset,1,2,15,0,7,0,1,7,0.57,1,7,0.57,2,5,1.6,4,6,2.67,5,5,4,8,8,4,5,5,4,4,4,4,5,5,4
Bededet,Enset,2,2,15,0,7,0,0,7,0,0,7,0,2,5,1.6,3,6,2,5,5,4,6,6,4,5,5,4,4,5,3.2,4,4,4
Bededet,Enset,3,2,15,0,7,0,0,7,0,0,7,0,2,5,1.6,2,5,1.6,4,4,4,4,5,3.2,6,6,4,3,4,3,5,5,4
Bededet,Enset,4,2,15,0,7,0,1,7,0.57,0,7,0,1,5,0.8,2,6,1.33,4,5,3.2,6,6,4,3,5,2.4,2,5,1.6,2,5,1.6
Bededet,Enset,5,2,15,0,6,0,0,6,0,0,6,0,1,5,0.8,2,6,1.33,3,5,2.4,4,6,2.67,4,6,2.67,3,6,2,2,4,2
Bededet,Enset,6,2,15,0,7,0,0,7,0,0,7,0,0,5,0,2,5,1.6,4,4,4,4,6,2.67,5,7,2.86,4,6,2.67,2,5,1.6
Bededet,Enset,7,2,15,0,6,0,0,6,0,0,6,0,2,6,1.33,3,6,2,4,5,3.2,5,7,2.86,4,6,2.67,2,5,1.6,2,5,1.6
Bededet,Enset,8,2,15,0,4,0,0,5,0,0,6,0,1,6,0.67,1,4,1,2,4,2,3,5,2.4,3,5,2.4,3,4,3,2,4,2
Bededet,Enset,9,2,15,0,6,0,0,7,0,0,7,0,1,7,0.57,2,6,1.33,3,7,1.71,4,7,2.29,4,7,2.29,5,7,2.86,4,8,2
Bededet,Enset,10,2,15,0,7,0,0,7,0,2,7,1.14,4,6,2.67,4,6,2.67,5,6,3.33,3,8,1.5,5,8,2.5,1,5,0.8,2,4,2
Genticha,Enset,1,2,16,0,6,0,0,6,0,1,6,0.67,1,5,0.8,1,5,0.8,2,5,1.6,2,5,1.6,2,5,1.6,2,5,1.6,4,5,3.2
Genticha,Enset,2,2,16,0,6,0,2,6,1.33,2,6,1.33,3,5,2.4,3,5,2.4,3,4,3,4,6,2.67,5,5,4,4,5,3.2,4,5,3.2
Genticha,Enset,3,2,16,0,6,0,1,6,0.67,1,6,0.67,2,5,1.6,2,5,1.6,3,6,2,4,7,2.29,5,6,3.33,5,7,2.86,3,6,2
Genticha,Enset,4,2,16,0,3,0,0,4,0,2,5,1.6,3,5,2.4,3,5,2.4,3,5,2.4,4,6,2.67,6,6,4,4,5,3.2,5,5,4
Genticha,Enset,5,2,16,0,7,0,1,7,0.57,1,7,0.57,2,6,1.33,3,6,2,4,5,3.2,4,6,2.67,5,6,3.33,4,6,2.67,3,5,2.4
Genticha,Enset,6,2,16,0,6,0,0,6,0,2,6,1.33,3,6,2,3,5,2.4,3,4,3,4,5,3.2,5,5,4,3,5,2.4,3,5,2.4
Genticha,Enset,7,2,16,0,6,0,0,6,0,0,6,0,1,5,0.8,2,5,1.6,3,4,3,3,5,2.4,4,5,3.2,2,5,1.6,1,5,0.8
Genticha,Enset,8,2,16,0,6,0,1,6,0.67,0,6,0,3,5,2.4,3,5,2.4,3,5,2.4,3,5,2.4,3,5,2.4,2,5,1.6,3,5,2.4
Genticha,Enset,9,2,16,0,5,0,1,6,0.67,1,6,0.67,2,5,1.6,3,6,2,2,5,1.6,2,5,1.6,5,6,3.33,3,5,2.4,3,5,2.4
Genticha,Enset,10,2,16,0,4,0,0,5,0,0,5,0,1,5,0.8,1,5,0.8,2,4,2,2,5,1.6,3,5,2.4,2,5,1.6,2,4,2
Ginbuwe,Enset,1,2,17,0,6,0,0,6,0,1,6,0.67,1,6,0.67,1,5,0.8,3,7,1.71,4,7,2.29,7,8,3.5,8,8,4,7,7,4
Ginbuwe,Enset,2,2,17,0,8,0,1,8,0.5,1,8,0.5,1,6,0.67,3,6,2,3,6,2,4,7,2.29,6,8,3,5,8,2.5,3,6,2
Ginbuwe,Enset,3,2,17,1,5,0.8,1,8,0.5,3,8,1.5,4,9,1.78,5,11,1.82,6,12,2,6,13,1.85,10,14,2.86,6,14,1.71,5,12,1.67
Ginbuwe,Enset,4,2,17,0,6,0,2,6,1.33,0,6,0,3,5,2.4,2,6,1.33,3,6,2,5,7,2.86,6,7,3.43,7,7,4,3,7,1.71
Ginbuwe,Enset,5,2,17,0,6,0,0,6,0,0,6,0,2,6,1.33,1,3,1.33,4,5,3.2,5,6,3.33,6,7,3.43,6,7,3.43,6,6,4
Ginbuwe,Enset,6,2,17,0,6,0,1,6,0.67,1,6,0.67,1,4,1,1,5,0.8,2,5,1.6,3,6,2,4,6,2.67,5,6,3.33,6,7,3.43
Ginbuwe,Enset,7,2,17,0,5,0,1,6,0.67,2,6,1.33,2,6,1.33,3,7,1.71,4,7,2.29,5,8,2.5,6,9,2.67,7,10,2.8,8,10,3.2
Ginbuwe,Enset,8,2,17,0,4,0,1,5,0.8,0,5,0,1,6,0.67,2,7,1.14,3,8,1.5,4,8,2,5,9,2.22,7,10,2.8,8,11,2.91
Ginbuwe,Enset,9,2,17,0,4,0,0,3,0,0,4,0,1,4,1,1,5,0.8,2,6,1.33,4,7,2.29,5,8,2.5,5,8,2.5,6,9,2.67
Ginbuwe,Enset,10,2,17,0,3,0,0,4,0,1,5,0.8,0,5,0,1,5,0.8,2,6,1.33,3,6,2,4,7,2.29,5,7,2.86,5,8,2.5
Abatemerza,Enset,1,2,12,0,6,0,1,6,0.67,3,6,2,3,5,2.4,3,6,2,4,6,2.67,5,5,4,5,5,4,4,4,4,3,3,4
Abatemerza,Enset,2,2,12,1,6,0.67,2,6,1.33,0,6,0,1,6,0.67,2,5,1.6,4,5,3.2,4,5,3.2,5,5,4,4,5,3.2,5,5,4
Abatemerza,Enset,3,2,12,0,6,0,0,6,0,0,6,0,1,5,0.8,1,5,0.8,3,5,2.4,4,5,3.2,4,5,3.2,3,5,2.4,5,5,4
Abatemerza,Enset,4,2,12,0,6,0,0,6,0,1,6,0.67,1,4,1,1,5,0.8,3,5,2.4,4,7,2.29,5,6,3.33,3,6,2,5,6,3.33
Abatemerza,Enset,5,2,12,0,5,0,0,5,0,1,5,0.8,3,5,2.4,2,4,2,4,5,3.2,5,6,3.33,7,7,4,6,6,4,9,9,4
Abatemerza,Enset,6,2,12,2,7,1.14,2,7,1.14,1,7,0.57,3,6,2,4,5,3.2,5,5,4,6,6,4,6,6,4,5,6,3.33,5,6,3.33
Abatemerza,Enset,7,2,12,3,6,2,3,6,2,2,6,1.33,2,5,1.6,3,6,2,4,5,3.2,6,6,4,5,5,4,4,5,3.2,4,5,3.2
Abatemerza,Enset,8,2,12,3,7,1.71,3,7,1.71,2,7,1.14,4,5,3.2,4,6,2.67,3,7,1.71,4,9,1.78,5,9,2.22,3,9,1.33,3,9,1.33
Abatemerza,Enset,9,2,12,0,6,0,3,7,1.71,3,7,1.71,3,7,1.71,3,6,2,5,6,3.33,6,6,4,5,5,4,4,5,3.2,4,5,3.2
Abatemerza,Enset,10,2,12,0,7,0,3,7,1.71,1,7,0.57,3,5,2.4,2,4,2,3,4,3,4,5,3.2,5,5,4,5,5,4,9,9,4
Kuro,Enset,1,2,13,0,6,0,0,6,0,0,6,0,0,3,0,2,5,1.6,2,4,2,2,4,2,3,5,2.4,2,5,1.6,1,4,1
Kuro,Enset,2,2,13,0,6,0,0,6,0,0,6,0,0,5,0,1,4,1,2,2,4,2,3,2.67,3,4,3,3,5,2.4,3,5,2.4
Kuro,Enset,3,2,13,0,8,0,0,8,0,0,8,0,0,5,0,0,5,0,1,5,0.8,3,5,2.4,1,6,0.67,1,7,0.57,1,8,0.5
Kuro,Enset,4,2,13,0,6,0,0,6,0,0,6,0,0,3,0,1,3,1.33,1,5,0.8,3,4,3,4,5,3.2,2,5,1.6,2,4,2
Kuro,Enset,5,2,13,0,5,0,0,5,0,0,5,0,0,5,0,1,4,1,1,4,1,2,7,1.14,4,6,2.67,3,6,2,6,7,3.43
Kuro,Enset,6,2,13,0,7,0,0,7,0,0,7,0,1,5,0.8,1,4,1,2,6,1.33,4,5,3.2,3,5,2.4,2,5,1.6,1,5,0.8
Kuro,Enset,7,2,13,0,6,0,0,6,0,0,6,0,0,4,0,1,5,0.8,2,5,1.6,4,6,2.67,4,7,2.29,2,6,1.33,2,6,1.33
Kuro,Enset,8,2,13,0,6,0,0,6,0,0,6,0,0,4,0,1,6,0.67,1,6,0.67,2,7,1.14,2,7,1.14,1,6,0.67,0,6,0
Kuro,Enset,9,2,13,0,6,0,0,6,0,0,6,0,0,6,0,0,7,0,1,8,0.5,2,9,0.89,2,10,0.8,3,9,1.33,5,8,2.5
Kuro,Enset,10,2,13,0,7,0,0,7,0,0,7,0,1,5,0.8,2,5,1.6,3,6,2,4,5,3.2,4,5,3.2,3,5,2.4,4,5,3.2
Hae'la,Enset,1,2,6,0,7,0,0,7,0,0,7,0,0,2,0,0,7,0,0,7,0,2,5,1.6,3,5,2.4,3,4,3,1,3,1.33
Hae'la,Enset,2,2,6,0,5,0,0,5,0,0,5,0,1,3,1.33,1,9,0.44,1,9,0.44,1,5,0.8,2,5,1.6,4,5,3.2,5,5,4
Hae'la,Enset,3,2,6,0,7,0,0,8,0,0,8,0,0,9,0,0,9,0,0,10,0,0,10,0,0,11,0,0,11,0,0,11,0
Hae'la,Enset,4,2,6,0,6,0,0,6,0,2,7,1.14,2,8,1,2,9,0.89,3,9,1.33,4,9,1.78,5,9,2.22,5,9,2.22,5,9,2.22
Hae'la,Enset,5,2,6,0,7,0,0,7,0,0,7,0,0,7,0,0,6,0,0,7,0,0,7,0,0,8,0,0,9,0,0,10,0
Hae'la,Enset,6,2,6,0,9,0,0,6,0,1,7,0.57,1,8,0.5,2,8,1,3,9,1.33,3,9,1.33,4,9,1.78,5,9,2.22,6,9,2.67
Hae'la,Enset,7,2,6,0,6,0,0,7,0,0,7,0,0,7,0,0,8,0,0,8,0,2,9,0.89,3,9,1.33,4,9,1.78,8,9,3.56
Hae'la,Enset,8,2,6,0,4,0,0,5,0,0,6,0,0,7,0,0,8,0,0,7,0,1,6,0.67,2,6,1.33,3,6,2,6,6,4
Hae'la,Enset,9,2,6,0,5,0,0,5,0,0,6,0,0,7,0,0,8,0,0,7,0,0,7,0,0,8,0,0,9,0,0,10,0
Hae'la,Enset,10,2,6,0,6,0,0,7,0,0,8,0,0,8,0,0,9,0,2,10,0.8,3,9,1.33,5,10,2,7,11,2.55,9,11,3.27
Alagena,Enset,1,2,10,0,7,0,0,7,0,1,7,0.57,0,4,0,0,7,0,2,5,1.6,3,5,2.4,1,5,0.8,2,5,1.6,3,5,2.4
Alagena,Enset,2,2,10,0,8,0,1,8,0.5,1,8,0.5,0,8,0,0,6,0,1,11,0.36,3,12,1,6,13,1.85,4,11,1.45,7,10,2.8
Alagena,Enset,3,2,10,0,5,0,1,5,0.8,1,5,0.8,0,5,0,0,6,0,2,4,2,3,5,2.4,2,6,1.33,2,5,1.6,2,5,1.6
Alagena,Enset,4,2,10,0,6,0,1,6,0.67,1,6,0.67,2,5,1.6,2,5,1.6,3,5,2.4,4,6,2.67,4,6,2.67,5,6,3.33,6,6,4
Alagena,Enset,5,2,10,1,6,0.67,1,6,0.67,1,6,0.67,0,5,0,0,5,0,3,5,2.4,7,7,4,4,6,2.67,5,6,3.33,6,7,3.43
Alagena,Enset,6,2,10,0,6,0,0,6,0,0,6,0,0,6,0,0,7,0,3,7,1.71,2,5,1.6,2,5,1.6,1,4,1,2,4,2
Alagena,Enset,7,2,10,0,6,0,0,6,0,1,6,0.67,1,6,0.67,1,7,0.57,3,7,1.71,6,7,3.43,5,7,2.86,3,6,2,3,5,2.4
Alagena,Enset,8,2,10,0,6,0,0,6,0,1,6,0.67,1,6,0.67,1,6,0.67,1,6,0.67,3,7,1.71,2,7,1.14,2,8,1,2,8,1
Alagena,Enset,9,2,10,0,5,0,1,5,0.8,1,5,0.8,0,5,0,0,5,0,0,5,0,2,7,1.14,2,7,1.14,2,7,1.14,2,6,1.33
